[Network],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Settings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECORDNAME,DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDFVERSION,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metric,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellowTime,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allRedTime,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walk,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DontWalk,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHF,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DefWidth,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DefFlow,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vehLength,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavyvehlength,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
criticalgap,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
followuptime,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stopthresholdspeed,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
criticalmergegap,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
growth,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PedSpeed,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LostTimeAdjust,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScenarioDate,12/20/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScenarioTime,7:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Nodes],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Node Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTID,TYPE,X,Y,Z,DESCRIPTION,CBD,Inside Radius,Outside Radius,Roundabout Lanes,Circle Speed,,,,,,,,,,,,,,,,,,,,,,,
1,1,9627,2165,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,18139,37296,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,20795,37353,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,30878,6433,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,12159,34945,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,10281,32209,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,20798,34732,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,15641,32409,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,19452,33336,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,20821,33368,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,23377,33413,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,25952,33388,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,10294,29465,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,12904,29965,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,33942,15675,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,15800,29377,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,20830,31833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,20844,29165,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0,25999,32060,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,26094,29305,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,19984,29105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,31274,29375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0,15634,27965,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,10294,27995,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0,11646,26685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1,19189,27565,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0,16654,27965,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,16654,28325,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0,16654,29465,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0,16654,27555,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0,16654,27135,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1,8307,11376,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0,20839,27608,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0,8970,26682,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0,7680,26680,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0,10294,26685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0,27414,29305,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0,12904,26685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0,14450,26685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0,15394,26685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0,15924,26685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0,26058,30344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0,16654,26685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,17214,26685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0,17674,26685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0,18194,26685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,0,19470,26685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,3,19984,27525,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0,20844,26685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0,23464,26685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0,26094,26685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0,18834,24045,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0,28714,26685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,0,19922,24041,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0,31274,26685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0,17457,29734,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,0,34004,26685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0,18097,29685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,0,19333,29229,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0,16654,25635,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,0,28718,29341,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0,20034,25385,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0,20844,25635,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0,20844,24795,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0,19685,24409,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0,26094,25025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0,7660,23660,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,10294,23495,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0,10294,24045,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0,12904,24045,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,0,16657,24045,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0,16768,24517,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,0,17544,24045,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,0,18174,24045,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0,19484,24045,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0,20844,24045,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1,4382,10781,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1,35304,26685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1,32338,21410,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0,7656,22074,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1,4961,202,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,0,20844,23375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,0,5001,21405,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0,5010,22130,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0,8721,21443,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,0,10294,21405,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,0,11964,21405,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0,12924,21405,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0,14234,21405,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0,6520,21790,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0,16684,21405,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,0,18174,21405,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0,20844,22365,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,20844,21405,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0,19494,21405,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0,21974,21405,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0,23464,21405,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2,31132,14121,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0,26094,21405,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2,31139,12175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0,18177,39948,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,0,29564,21405,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,0,31274,21405,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0,10294,20045,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,0,10294,17425,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0,20844,19955,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0,4995,20010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0,4990,18740,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,0,10294,18745,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,0,12924,18745,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,0,16724,18745,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,3,18174,18765,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,0,20844,18765,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,0,26094,18725,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,0,26094,18085,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,0,26094,17455,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,0,16690,19637,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,0,4980,16100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,0,6820,16100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,0,10294,16125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,0,12984,16125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,0,14244,16125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,0,15514,16125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
